"proteinName"	"ac"	"geneName"	"proteinDescription"	"idScore"	"idQValue"	"nbPeptides"	"allAccessions"	"R424_B_IL38_1_AL_250425_0944_Expl"	"R424_B_IL38_2_AL_250425_0944_Expl"	"R424_B_IL38_3_AL_250425_0944_Expl"	"R424_B_CD3_1_AL_250425_0944_Expl"	"R424_B_CD3_2_AL_250425_0944_Expl"	"R424_B_CD3_3_AL_250425_0944_Expl_"	"R424_B_G_1_AL_250425_0944_Expl_"	"R424_B_G_2_AL_250425_0944_Expl_"	"R424_B_G_3_AL_250425_0944_Expl"	"medianInt_IL38"	"medianInt_antiCD3"	"medianInt_Glycine"	"cv_IL38"	"cv_antiCD3"	"cv_Glycine"	"log2ratio_antiCD3"	"log2ratio_Glycine"	"fracNAFeatures.IL38"	"fracNAFeatures.antiCD3"	"fracNAFeatures.Glycine"	"pValue_antiCD3"	"pValue_Glycine"	"qValue_antiCD3"	"qValue_Glycine"	"FTestPValue"	"FTestQValue"
"sp|P09693|CD3G_HUMAN"	"P09693"	"CD3G"	"T-cell surface glycoprotein CD3 gamma chain OS=Homo sapiens OX=9606 GN=CD3G PE=1 SV=1"	20.9237	0	14	"sp|P09693|CD3G_HUMAN"	3715566.11473405	4249799.49845092	3763116.4126059	10821160.5860998	11780375.9838533	13068695.2558867	11067689.5048092	10226588.560141	9761670.41079128	3763116.4126059	11780375.9838533	10226588.560141	0.0756288766866084	0.0948501861516414	0.0639469315578451	1.64638575991654	1.44232513823384	0.0158730158730159	0	0	1.11231013790807e-05	7.04376950765558e-06	0.00123837195353765	6.62709581847032e-05	5.91726755523681e-07	1.16208714113106e-05
"sp|P0C0L5|CO4B_HUMAN"	"P0C0L5"	"C4B"	"Complement C4-B OS=Homo sapiens OX=9606 GN=C4B PE=1 SV=2"	3.9801	0	4	"sp|P0C0L5|CO4B_HUMAN"	41854.5664599558	81170.3097016577	89856.9046181351	122659.578040082	127078.653037926	169015.618127082	199253.415692866	186853.785937636	167415.477757739	81170.3097016577	127078.653037926	186853.785937636	0.360453789485071	0.18328371870829	0.0869781163799366	0.646697680316461	1.20288577200308	0.0833333333333333	0.0833333333333333	0	0.015173189585669	0.00227438848683644	0.0592730446972334	0.00336138517743294	0.00184542020399948	0.0026682699053499
"sp|P0C7P4|UCRIL_HUMAN;sp|P47985|UCRI_HUMAN"	"P0C7P4"	"UQCRFS1P1"	"Putative cytochrome b-c1 complex subunit Rieske-like protein 1 OS=Homo sapiens OX=9606 GN=UQCRFS1P1 PE=5 SV=1"	3.8814	0	4	"sp|P0C7P4|UCRIL_HUMAN;sp|P47985|UCRI_HUMAN"	147064.232029956	148970.405637548	193822.023771914	123786.954875068	443675.636120718	122758.058367952	74908.8316576793	146694.141947736	73891.7739288497	148970.405637548	123786.954875068	74908.8316576793	0.162062883632074	0.804027879704375	0.423783829471073	-0.267166468258395	-0.991818028540074	0	0	0	0.676852088981761	0.0328502438151032	0.757885796875836	0.0401904081840457	0.157909871110159	0.16664106461546
"sp|P0CF51|TRGC1_HUMAN"	"P0CF51"	"TRGC1"	"T cell receptor gamma constant 1 OS=Homo sapiens OX=9606 GN=TRGC1 PE=1 SV=1"	2.9893	0	3	"sp|P0CF51|TRGC1_HUMAN"	18534.2592844668	30033.688224775	27455.5077687111	163010.641546226	135002.713543837	121275.328288469	89401.8423333719	85663.4427104068	76722.1897471255	27455.5077687111	135002.713543837	85663.4427104068	0.238120326217688	0.152193158659211	0.0776286278268855	2.29782090743563	1.6415840654919	0	0	0	1.9913230812939e-05	8.37873928081132e-05	0.00133020381830432	0.000230329129200904	2.56205287595748e-06	1.9229790125164e-05
"sp|P0DMV8|HS71A_HUMAN;sp|P0DMV9|HS71B_HUMAN"	"P0DMV8"	"HSPA1A"	"Heat shock 70 kDa protein 1A OS=Homo sapiens OX=9606 GN=HSPA1A PE=1 SV=1"	12.957	0	11	"sp|P0DMV8|HS71A_HUMAN;sp|P0DMV9|HS71B_HUMAN"	5110329.39580236	5900292.34405108	7003388.27574927	1425297.54303378	1285776.36444202	1043923.90109964	758783.589103391	643808.835700935	993101.875993003	5900292.34405108	1285776.36444202	758783.589103391	0.158349409487727	0.154163664315308	0.222915064325468	-2.1981467020067	-2.95902605627731	0	0	0	9.88883546444805e-06	3.9722527544347e-06	0.00123837195353765	6.56747162000348e-05	6.6441617121594e-07	1.16208714113106e-05
"sp|P0DTU3|TRAR2_HUMAN"	"P0DTU3"	"TRA"	"T cell receptor alpha chain MC.7.G5 OS=Homo sapiens OX=9606 GN=TRA PE=1 SV=1"	7.9517	0	5	"sp|P0DTU3|TRAR2_HUMAN"	2726063.92148991	2246034.48449982	2345039.81806047	4323416.36390659	4024801.79559589	3620249.48547293	5928635.21843807	5201722.80710351	5283552.48737188	2345039.81806047	4024801.79559589	5283552.48737188	0.103911994711786	0.0884601874967004	0.0727739953763397	0.779305318899549	1.17189585718452	0	0	0	0.00165858361365105	4.13479271634049e-05	0.0161853140519747	0.000139540067818374	2.24001835215794e-05	7.71305288268818e-05
"sp|P0DTU4|TRBR2_HUMAN"	"P0DTU4"	"TRB"	"T cell receptor beta chain MC.7.G5 OS=Homo sapiens OX=9606 GN=TRB PE=1 SV=1"	1.9947	0	2	"sp|P0DTU4|TRBR2_HUMAN"	553591.206104978	813444.768923272	578907.102460242	1372220.4395318	1276142.66283964	1269488.82926725	1563156.82491871	1251962.24235047	1405004.90995555	578907.102460242	1276142.66283964	1405004.90995555	0.220888294955321	0.0440197911947092	0.110615907738949	1.14038585838346	1.279171410286	0	0	0	0.000866926366855966	0.000585301121979586	0.0123214215544635	0.00106244877576729	0.000139830388704485	0.000305250652466001
"sp|P10144|GRAB_HUMAN"	"P10144"	"GZMB"	"Granzyme B OS=Homo sapiens OX=9606 GN=GZMB PE=1 SV=2"	2.9929	0	3	"sp|P10144|GRAB_HUMAN"	120398.058707467	90697.9418884952	140224.2830246	147162.89279612	120585.94284771	254920.233242354	98791.7480291934	144552.947830343	113576.806982621	120398.058707467	147162.89279612	113576.806982621	0.212854271866275	0.408315658153189	0.1962877875221	0.289601810567667	-0.0841438717937066	0	0	0	0.14325160865373	0.89979878587813	0.267075942063337	0.905219260491854	0.190965057409787	0.199008827378686
"sp|P10321|HLAC_HUMAN"	"P10321"	"HLA-C"	"HLA class I histocompatibility antigen, C alpha chain OS=Homo sapiens OX=9606 GN=HLA-C PE=1 SV=3"	4.9982	0	4	"sp|P10321|HLAC_HUMAN"	3580151.38281244	4087411.27131939	4056432.80710988	3537494.15017646	4118758.74032059	3915394.71895769	7880358.61234535	7116366.91756863	7011428.32251538	4056432.80710988	3915394.71895769	7116366.91756863	0.0727600353368065	0.0764715591171586	0.0646526475248947	-0.0510538351505332	0.810929306371666	0	0	0	0.883398101943748	9.6539337000763e-05	0.91489911953244	0.000253890854789408	2.23730540541844e-05	7.71305288268818e-05
"sp|P10599|THIO_HUMAN"	"P10599"	"TXN"	"Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3"	8.9803	0	5	"sp|P10599|THIO_HUMAN"	4757090.2950524	3324025.86182726	4224463.46099058	9082769.33350366	7767169.80350875	5434823.16431095	2793676.65517583	2790248.50878867	2638654.88774948	4224463.46099058	7767169.80350875	2790248.50878867	0.176592177729863	0.248704147681445	0.0322996553131362	0.878620886284878	-0.598374500797036	0	0	0	0.0106260419507857	0.00787309895625515	0.0473213068208322	0.0104228458074206	0.000309527057362159	0.000584079305982832
"sp|P10644|KAP0_HUMAN"	"P10644"	"PRKAR1A"	"cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR1A PE=1 SV=1"	2.8959	0	3	"sp|P10644|KAP0_HUMAN"	155603.547407467	288415.338781647	211890.602940292	170274.884441449	162370.743005796	212809.820489859	122376.634463276	114685.298577592	129553.928896878	211890.602940292	170274.884441449	122376.634463276	0.304900526585097	0.149207579336842	0.0608467615291073	-0.315453954488991	-0.791991478964484	0	0	0	0.384689812702105	0.0112180769618132	0.516009628283145	0.0145791350398662	0.0146398348826918	0.017247636158092
"sp|P10747|CD28_HUMAN"	"P10747"	"CD28"	"T-cell-specific surface glycoprotein CD28 OS=Homo sapiens OX=9606 GN=CD28 PE=1 SV=1"	9.9701	0	7	"sp|P10747|CD28_HUMAN"	2313373.75741489	2239509.48180869	2135216.99625234	2933994.71146328	2431773.24557428	2511260.69384931	5437397.04552541	5402528.71510586	4827983.28809344	2239509.48180869	2511260.69384931	5402528.71510586	0.0401506007070752	0.102812867098001	0.0655270486482812	0.165229028084369	1.27045206080655	0	0.0333333333333333	0	0.111203196550492	1.01757482472631e-05	0.226474802730881	8.05968152286909e-05	4.79525684774051e-06	2.58325126958924e-05
"sp|P10966|CD8B_HUMAN"	"P10966"	"CD8B"	"T-cell surface glycoprotein CD8 beta chain OS=Homo sapiens OX=9606 GN=CD8B PE=1 SV=1"	6.9883	0	4	"sp|P10966|CD8B_HUMAN"	322771.189856423	395293.16182637	432508.55708387	584141.788359276	459221.537044855	497525.6399035	1338157.86425714	3573215.71710074	1253293.19478964	395293.16182637	497525.6399035	1338157.86425714	0.145511705073669	0.124599925922187	0.640226353584422	0.331847878426053	1.75925341935112	0.0952380952380952	0	0	0.0392586866469134	0.00131637603266773	0.10881668739082	0.0020716393823283	0.000500625038182682	0.000867221070445801
"sp|P11021|BIP_HUMAN"	"P11021"	"HSPA5"	"Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2"	19.8211	0	17	"sp|P11021|BIP_HUMAN"	1422738.96762878	1369389.89264846	1736283.51411659	1167344.83067462	1160599.9204065	1225455.77909743	661293.463727572	583552.281991238	636662.305783565	1422738.96762878	1167344.83067462	636662.305783565	0.131323178898038	0.0301040935605673	0.0633488652966067	-0.285440199972925	-1.16007073670939	0	0	0	0.0416584496780095	4.09368813685483e-05	0.11266333759073	0.000139540067818374	8.19850497844885e-06	3.70040630108367e-05
"sp|P11049|CD37_HUMAN"	"P11049"	"CD37"	"Leukocyte antigen CD37 OS=Homo sapiens OX=9606 GN=CD37 PE=1 SV=2"	5.9778	0	5	"sp|P11049|CD37_HUMAN"	1659534.04495493	1702744.57740789	1996560.64969513	1643034.86561956	1682817.5536776	1784085.54082638	4922394.11989825	5068868.57326318	4631884.83159284	1702744.57740789	1682817.5536776	4922394.11989825	0.102663501738304	0.0426959485113913	0.0456289550157226	-0.0169832655225761	1.53149813651442	0	0	0	0.624709296642853	7.86780187796514e-06	0.721762532223425	7.00758887264095e-05	4.05601682641085e-07	1.16208714113106e-05
"sp|P11142|HSP7C_HUMAN"	"P11142"	"HSPA8"	"Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1"	32.7223	0	26	"sp|P11142|HSP7C_HUMAN"	7260678.71107414	8939098.86860245	9015179.14167648	8205788.36653744	7484610.60005369	7022863.08379819	4824011.63773589	4345228.81439408	5449480.65347926	8939098.86860245	7484610.60005369	4824011.63773589	0.117992902322316	0.078744983069743	0.113637982811519	-0.256202144238237	-0.889896016057182	0	0	0	0.335887620643954	0.00106346186876441	0.474361375454886	0.0017671455928722	0.000642310933173629	0.00106467420188582
"sp|P11166|GTR1_HUMAN"	"P11166"	"SLC2A1"	"Solute carrier family 2, facilitated glucose transporter member 1 OS=Homo sapiens OX=9606 GN=SLC2A1 PE=1 SV=2"	3.9212	0	4	"sp|P11166|GTR1_HUMAN"	198880.109069956	112680.44133849	107114.334139175	169029.895310462	136827.742553192	149968.023752664	303604.986725815	276938.186187418	312492.656137455	112680.44133849	149968.023752664	303604.986725815	0.368659741945331	0.106564192853828	0.0621585966381314	0.412417801967475	1.42995836780143	0.25	0	0	0.518044178064297	0.0030159842181356	0.630334264019946	0.00432013103551841	0.00162624376596681	0.00237709154412654
"sp|P11169|GTR3_HUMAN"	"P11169"	"SLC2A3"	"Solute carrier family 2, facilitated glucose transporter member 3 OS=Homo sapiens OX=9606 GN=SLC2A3 PE=1 SV=1"	6.9878	0	5	"sp|P11169|GTR3_HUMAN"	475413.850262693	643021.889423183	538022.208209481	561371.055136361	469213.587051336	503496.726648918	867918.564419052	1085945.47857853	861056.377060865	538022.208209481	503496.726648918	867918.564419052	0.153386518484343	0.0910889171087144	0.136314548680226	-0.0956833258880856	0.689893958119221	0.142857142857143	0	0	0.529454578576529	0.00236105522268586	0.64071677262522	0.00347288435558714	0.00060997814744456	0.00101788349417397
"sp|P11215|ITAM_HUMAN"	"P11215"	"ITGAM"	"Integrin alpha-M OS=Homo sapiens OX=9606 GN=ITGAM PE=1 SV=2"	64.8847	0	43	"sp|P11215|ITAM_HUMAN"	11461423.4227508	14230986.406911	13287480.6842138	16600740.6053441	17267758.6275022	17122338.4418654	29716283.3359614	30199179.2004586	27206229.7482882	13287480.6842138	17122338.4418654	29716283.3359614	0.108365313505309	0.020635654914273	0.0553303366994859	0.365812153236302	1.16118609240055	0.0153846153846154	0.0102564102564103	0.00512820512820513	0.0197372732730137	4.18781388975605e-05	0.0692851085863672	0.000139540067818374	9.75207938947067e-06	4.23012274816e-05
"sp|P11279|LAMP1_HUMAN"	"P11279"	"LAMP1"	"Lysosome-associated membrane glycoprotein 1 OS=Homo sapiens OX=9606 GN=LAMP1 PE=1 SV=3"	3.9961	0	3	"sp|P11279|LAMP1_HUMAN"	173196.229356956	158355.000593188	167957.468082201	226788.640781551	159887.404432467	185897.382350306	274356.483883216	307492.05894869	302525.954098055	167957.468082201	185897.382350306	302525.954098055	0.0452050701004502	0.176703983502747	0.060621111835435	0.146410510414984	0.848962973220736	0	0	0	0.28789875667236	0.000106877617094534	0.423604338011314	0.000274593262381341	0.000599784844540699	0.0010066740606864
"sp|P11413|G6PD_HUMAN"	"P11413"	"G6PD"	"Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=4"	15.809	0	16	"sp|P11413|G6PD_HUMAN"	771243.000042823	861689.790710946	832761.177736359	1149584.43569462	946477.861728531	951617.936488793	552811.360229866	569549.23628502	545146.652580895	832761.177736359	951617.936488793	552811.360229866	0.0562011117099721	0.113996550174322	0.0224513296439128	0.192479650929837	-0.591115550302682	0.0625	0	0	0.0598952320923985	0.000681575882295299	0.143724208887079	0.00119499393536289	9.8859987037333e-05	0.000231713934529609
"sp|P11912|CD79A_HUMAN"	"P11912"	"CD79A"	"B-cell antigen receptor complex-associated protein alpha chain OS=Homo sapiens OX=9606 GN=CD79A PE=1 SV=2"	3.9933	0	3	"sp|P11912|CD79A_HUMAN"	164070.719159956	191360.233480211	134548.55652429	154939.975394627	164331.760789441	224099.292086808	442291.586763477	437187.927337503	360254.799782048	164070.719159956	164331.760789441	437187.927337503	0.173965331794246	0.207112913217218	0.111221143889444	0.00229354871924414	1.41393577085498	0	0.0833333333333333	0	0.502296702395439	0.000128226125075761	0.619066784502128	0.000313289609774822	0.000117122361071974	0.000261664672896584
"sp|P12236|ADT3_HUMAN"	"P12236"	"SLC25A6"	"ADPATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4"	3.9954	0	4	"sp|P12236|ADT3_HUMAN"	670118.478179956	536861.6023457	818323.799540362	523090.384533655	275326.136286192	287332.274120739	268426.267982839	146922.220423673	214775.353429595	670118.478179956	287332.274120739	214775.353429595	0.208557210178282	0.386028275843621	0.289896367531625	-1.22169613896165	-1.64158774307302	0	0	0	0.0167779621360614	0.000489400048398547	0.0622648817049389	0.000905593441357977	0.00155317633675203	0.00229540219679282
"sp|P12314|FCGR1_HUMAN"	"P12314"	"FCGR1A"	"High affinity immunoglobulin gamma Fc receptor I OS=Homo sapiens OX=9606 GN=FCGR1A PE=1 SV=2"	3.974	0	4	"sp|P12314|FCGR1_HUMAN"	386947.649691956	513661.193930914	678526.601861355	628119.077120712	497862.542919791	469550.067102949	282675.295041171	267791.671880807	228878.277073222	513661.193930914	497862.542919791	267791.671880807	0.27775619642478	0.159012792031434	0.10693041416439	-0.0450696079057238	-0.939705990464599	0	0	0	0.867329064471479	0.00341429707452665	0.903862426001479	0.00484235763436051	0.00159462744723519	0.00233598933059892
"sp|P12319|FCERA_HUMAN"	"P12319"	"FCER1A"	"High affinity immunoglobulin epsilon receptor subunit alpha OS=Homo sapiens OX=9606 GN=FCER1A PE=1 SV=1"	1.9978	0	2	"sp|P12319|FCERA_HUMAN"	52912.5980049779	76159.439293392	87597.7391122346	187872.255331796	142958.183120176	133500.732414171	241084.914440272	237432.859474155	223610.671477693	76159.439293392	142958.183120176	237432.859474155	0.244719135492645	0.187681249469874	0.0393824951928381	0.90849844186992	1.64042484801282	0	0	0	0.00260126486992287	8.36091355040784e-05	0.0211907918671765	0.000230329129200904	6.15730259015122e-05	0.00016329491167347
"sp|P12814|ACTN1_HUMAN"	"P12814"	"ACTN1"	"Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2"	25.8934	0	23	"sp|P12814|ACTN1_HUMAN"	3603694.91005571	3759438.220592	4402143.63736108	2214400.98020597	1872748.27692837	1874525.28177997	1279643.4645012	1266653.25914846	1261522.39643949	3759438.220592	1874525.28177997	1266653.25914846	0.107923674973144	0.099003547453872	0.00735875857107197	-1.00399181014406	-1.56949544657721	0	0.0128205128205128	0	0.00032226814326988	3.579344004771e-06	0.0078861506563527	6.56747162000348e-05	1.26750711460577e-06	1.30767199485638e-05
"sp|P13224|GP1BB_HUMAN"	"P13224"	"GP1BB"	"Platelet glycoprotein Ib beta chain OS=Homo sapiens OX=9606 GN=GP1BB PE=1 SV=1"	3.9957	0	3	"sp|P13224|GP1BB_HUMAN"	433967.860619956	504088.836802546	480234.463780657	751478.522285255	559455.9592057	675229.972701339	1094049.97020138	926680.532546225	1195851.27772273	480234.463780657	675229.972701339	1094049.97020138	0.0754128191340861	0.146040610856858	0.12675864616945	0.491640003526374	1.18786778736326	0	0	0	0.0180870811651805	7.42301397447003e-05	0.0663855506502229	0.00021190484337376	0.000104193899554166	0.000240005258283389
"sp|P13473|LAMP2_HUMAN"	"P13473"	"LAMP2"	"Lysosome-associated membrane glycoprotein 2 OS=Homo sapiens OX=9606 GN=LAMP2 PE=1 SV=2"	3.9754	0	4	"sp|P13473|LAMP2_HUMAN"	74899.9678859558	72802.8685201208	68684.0785990368	64704.883881801	68771.6191632463	65005.6671299162	149493.568063443	132535.539108715	150363.100553256	72802.8685201208	65005.6671299162	149493.568063443	0.0438418204783833	0.0342514091930043	0.0697362871616483	-0.163429799100635	1.038016213471	0	0	0	0.297557139452829	4.03821901553824e-05	0.434941289178315	0.000139540067818374	2.67275639802271e-06	1.95203227004708e-05
"sp|P13591|NCAM1_HUMAN"	"P13591"	"NCAM1"	"Neural cell adhesion molecule 1 OS=Homo sapiens OX=9606 GN=NCAM1 PE=1 SV=3"	10.9162	0	11	"sp|P13591|NCAM1_HUMAN"	287011.228400378	346812.941473121	295580.225437474	305149.431674941	215004.356443285	239268.289733052	623533.685225609	596633.984176751	531836.782556445	295580.225437474	239268.289733052	596633.984176751	0.104382865812203	0.184269789923347	0.0807114523324709	-0.304920546289058	1.01329640047717	0	0.0303030303030303	0	0.124541549304561	0.000200669102569384	0.243256593378499	0.00044093708704156	7.93399759584462e-05	0.000199244751655045
"sp|P13598|ICAM2_HUMAN"	"P13598"	"ICAM2"	"Intercellular adhesion molecule 2 OS=Homo sapiens OX=9606 GN=ICAM2 PE=1 SV=2"	12.8861	0	10	"sp|P13598|ICAM2_HUMAN"	4316048.62308236	4152312.32420386	4512561.4993582	5584845.04110652	4823534.28825149	4708929.02201007	9544864.6465305	9245654.66074184	8197402.70883229	4316048.62308236	4823534.28825149	9245654.66074184	0.0416856952825295	0.0944786751309728	0.0786551288159954	0.160379504090098	1.09906435891579	0	0	0	0.125850494722873	3.38445087464293e-05	0.24509659030577	0.00012446503450056	1.75419612760819e-05	6.36849463718627e-05
"sp|P13612|ITA4_HUMAN"	"P13612"	"ITGA4"	"Integrin alpha-4 OS=Homo sapiens OX=9606 GN=ITGA4 PE=1 SV=3"	37.8949	0	29	"sp|P13612|ITA4_HUMAN"	4379805.27499166	4971507.88622191	5094814.11731662	6465683.50657234	5627706.27074812	5393152.66049294	13366235.9932995	12784701.0701951	12182899.3224784	4971507.88622191	5627706.27074812	12784701.0701951	0.0793749643581015	0.0967339510621502	0.0463061344273593	0.178863535690112	1.36266302734274	0	0.0087719298245614	0	0.080302794137767	6.2490532238984e-06	0.177897609474497	6.62709581847032e-05	1.91987101808677e-06	1.66532903422937e-05
"sp|P13645|K1C10_HUMAN"	"P13645"	"KRT10"	"Keratin, type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=6"	68.6391	0	26	"sp|P13645|K1C10_HUMAN"	684910021.104816	265006750.492149	204603234.858047	693090683.505434	379258138.059354	238196998.664525	182320318.390384	159913214.370655	232367277.064926	265006750.492149	379258138.059354	182320318.390384	0.679808200372983	0.533024351285315	0.193675152150236	0.517151028140017	-0.539553760648328	0.0289855072463768	0.00966183574879227	0.00966183574879227	0.667732451662977	0.115784909320576	0.754533149933405	0.130428869184055	0.138802799750097	0.147879218872512
"sp|P13727|PRG2_HUMAN"	"P13727"	"PRG2"	"Bone marrow proteoglycan OS=Homo sapiens OX=9606 GN=PRG2 PE=1 SV=2"	7.9188	0	7	"sp|P13727|PRG2_HUMAN"	682041.847368211	634243.250813047	771243.574576817	841990.502041337	981342.604175676	2798167.51921985	221256.906747801	264846.067334747	266774.511308824	682041.847368211	981342.604175676	264846.067334747	0.0999292444225304	0.708470017031105	0.102570365641803	0.524896634930467	-1.36470617357939	0.0833333333333333	0	0.0833333333333333	0.0804267635648174	1.7097563735105e-05	0.177897609474497	9.66705875819999e-05	0.000787234631381212	0.0012671632138859
"sp|P13747|HLAE_HUMAN"	"P13747"	"HLA-E"	"HLA class I histocompatibility antigen, alpha chain E OS=Homo sapiens OX=9606 GN=HLA-E PE=1 SV=4"	13.9796	0	11	"sp|P13747|HLAE_HUMAN"	2786025.82259485	2094828.36138664	2345341.01408761	1884065.21723529	2232513.16218666	2482304.23873163	5091814.40126864	5617691.39615994	4650328.31241048	2345341.01408761	2232513.16218666	5091814.40126864	0.145276372163769	0.13660142728087	0.0945898227002274	-0.0711290257344857	1.11838212659282	0	0.0238095238095238	0	0.464783272826202	0.000186431237246111	0.586909690449722	0.000417906263357055	5.03032525071332e-05	0.000140114221507474
"sp|P13762|DRB4_HUMAN"	"P13762"	"HLA-DRB4"	"HLA class II histocompatibility antigen, DR beta 4 chain OS=Homo sapiens OX=9606 GN=HLA-DRB4 PE=1 SV=2"	7.9495	0	8	"sp|P13762|DRB4_HUMAN"	676206.362359912	923041.250303985	848717.832301202	1029406.69324922	1002040.29432319	1039669.21998165	1989571.36608114	2061492.69531663	1829028.10805525	848717.832301202	1029406.69324922	1989571.36608114	0.155186577190436	0.0190011145350206	0.0607206934203808	0.278456172990129	1.22910075437788	0	0	0	0.0601148680514982	7.70207404486562e-05	0.143724208887079	0.000218007858558061	1.63422241241745e-05	6.09866241058579e-05
